date,neighborhood,population,median_income,unemployment_rate,poverty_rate,renters_pct,foreclosure_rate,tax_delinquency_rate,crime_rate_per_1k,permits_count,permits_valuation_total,code_violations,vacancy_rate,pm25_aqi,311_requests,tree_canopy_pct,median_home_value
2020-10,West Portal,12526,140269.0,8.8,5.1,34.5,0.43,0.7,2.6,64,7641852,70,3.7,45,354,21.3,1822689
2020-11,West Portal,12552,138837.0,8.9,4.8,34.5,0.34,0.7,1.6,59,7000522,95,3.4,21,488,21.2,1809061
2020-12,West Portal,12417,139808.0,8.2,5.3,35.0,0.39,1.0,2.6,48,5744488,67,3.8,29,499,21.3,1814119
2021-01,West Portal,12557,139832.0,5.6,5.3,35.5,0.29,0.9,4.6,34,4201411,81,3.1,34,562,21.4,1813446
2021-02,West Portal,12520,141324.0,5.4,5.6,35.0,0.35,0.9,3.9,61,7226222,70,3.8,34,520,21.2,1866395
2021-03,West Portal,12559,140643.0,5.4,5.1,35.1,0.28,0.9,4.1,81,9771759,61,3.8,30,388,21.4,1849169
2021-04,West Portal,12477,140683.0,5.7,5.3,35.2,0.36,0.6,4.0,96,11794372,80,4.2,27,389,21.3,1862185
2021-05,West Portal,12423,140782.0,5.6,5.0,34.9,0.34,1.0,4.9,105,12553754,76,3.4,28,368,21.2,1859025
2021-06,West Portal,12467,140350.0,5.9,5.3,34.9,0.15,0.5,4.1,100,12088688,72,4.2,31,385,21.1,1864762
2021-07,West Portal,12426,141055.0,6.1,5.6,35.4,0.35,1.1,4.6,100,12015062,62,3.7,29,332,21.2,1884584
2021-08,West Portal,12504,142416.0,5.6,4.4,35.1,0.36,0.7,3.8,84,10183496,77,3.6,90,397,21.2,1894641
2021-09,West Portal,12454,140498.0,5.3,5.7,35.0,0.43,0.8,3.5,79,9454046,63,3.2,63,480,21.1,1867690
2021-10,West Portal,12460,142722.0,5.5,6.0,35.0,0.13,0.8,2.9,64,7729736,76,3.5,50,381,21.2,1917983
2021-11,West Portal,12458,142062.0,5.9,5.7,36.0,0.3,0.8,4.2,53,6399165,72,3.7,28,352,21.5,1900549
2021-12,West Portal,12504,144719.0,5.4,5.6,34.8,0.29,1.0,3.9,52,6304748,86,4.1,28,506,21.3,1937550
2022-01,West Portal,12435,143659.0,4.0,4.9,35.2,0.39,0.8,4.1,50,6185976,75,3.9,27,453,21.3,1925894
2022-02,West Portal,12498,143439.0,5.0,5.7,34.9,0.14,1.3,3.4,59,7245965,88,3.6,30,463,21.3,1920696
2022-03,West Portal,12460,144103.0,4.5,5.7,35.1,0.12,1.2,3.9,75,9133881,82,3.5,25,429,21.3,1940446
2022-04,West Portal,12509,142376.0,4.1,6.3,35.3,0.27,0.8,5.1,90,10628320,66,3.6,29,412,21.2,1918752
2022-05,West Portal,12484,142168.0,4.0,5.3,35.3,0.34,0.9,3.9,94,11292884,76,4.1,30,361,21.2,1919068
2022-06,West Portal,12479,145176.0,5.0,5.2,35.3,0.18,0.6,5.1,98,11830062,89,3.7,24,455,21.4,1959451
2022-07,West Portal,12474,145166.0,4.4,5.4,35.9,0.02,0.8,4.0,96,11715021,82,3.5,22,478,21.3,1976244
2022-08,West Portal,12496,145561.0,4.7,5.6,34.9,0.06,1.0,4.0,93,11507365,68,3.7,81,407,21.3,1968056
2022-09,West Portal,12537,144066.0,4.6,5.1,35.0,0.24,0.9,3.8,85,10437879,84,3.9,62,496,21.2,1963908
2022-10,West Portal,12462,144710.0,4.8,4.7,35.5,0.2,0.8,3.2,70,8493621,71,3.4,44,366,21.3,1988096
2022-11,West Portal,12538,144502.0,4.8,5.3,35.2,0.13,0.9,3.3,51,6274802,78,3.4,28,449,21.3,1994996
2022-12,West Portal,12509,143537.0,4.9,5.2,34.3,0.23,0.7,3.8,46,5508977,80,3.8,28,445,21.2,1967815
2023-01,West Portal,12543,144056.0,4.6,5.1,35.7,0.28,1.0,3.6,44,5336679,79,3.9,27,465,21.2,1986568
2023-02,West Portal,12513,147455.0,4.6,5.5,34.8,0.26,0.9,4.2,63,7807455,76,4.0,20,563,21.1,2042436
2023-03,West Portal,12625,146161.0,4.7,5.1,35.5,0.29,0.8,4.5,73,8972985,67,3.7,26,416,21.3,2026270
2023-04,West Portal,12522,146275.0,4.4,5.3,35.1,0.36,1.1,3.9,97,12026130,58,3.9,34,375,21.3,2033402
2023-05,West Portal,12537,145700.0,4.9,4.2,35.9,0.31,0.8,4.9,100,12296468,74,3.8,25,398,21.3,2020582
2023-06,West Portal,12523,146321.0,4.9,6.0,35.1,0.35,0.9,3.8,108,13309867,54,3.9,30,473,21.4,2042164
2023-07,West Portal,12493,148697.0,5.3,5.0,35.7,0.19,0.8,3.7,110,13570829,87,4.0,33,407,21.4,2049331
2023-08,West Portal,12533,147582.0,4.0,5.4,35.5,0.07,0.7,4.5,94,11733896,83,3.8,70,317,21.3,2036620
2023-09,West Portal,12425,147123.0,4.4,5.2,35.2,0.27,1.0,3.3,74,9071086,71,3.7,38,474,21.4,2056906
2023-10,West Portal,12503,149919.0,4.6,5.4,34.9,0.23,1.2,3.1,63,7873223,97,3.7,42,389,21.4,2094904
2023-11,West Portal,12536,147435.0,4.0,4.7,35.2,0.4,1.1,3.0,56,6892496,57,3.7,22,463,21.4,2069939
2023-12,West Portal,12522,148536.0,4.9,4.6,35.5,0.12,1.1,4.0,44,5589701,56,4.0,37,525,21.3,2101779
2024-01,West Portal,12485,151274.0,4.4,5.8,34.8,0.42,1.3,4.0,53,6563104,61,3.8,37,479,21.5,2135864
2024-02,West Portal,12528,149131.0,4.6,4.1,34.9,0.28,0.9,4.6,67,8321896,62,4.2,23,478,21.2,2123649
2024-03,West Portal,12583,148960.0,4.7,5.4,36.1,0.08,1.1,4.7,77,9617584,79,3.9,40,431,21.3,2116197
2024-04,West Portal,12546,149353.0,4.6,5.2,35.1,0.2,1.0,4.5,98,12229352,68,4.2,29,455,21.2,2107898
2024-05,West Portal,12490,147490.0,4.5,5.9,34.7,0.05,1.2,4.3,106,13195815,77,3.9,34,334,21.2,2117692
2024-06,West Portal,12481,149207.0,4.2,4.9,35.0,0.16,0.7,4.4,107,13271934,50,4.3,34,397,21.2,2135157
2024-07,West Portal,12520,148847.0,3.8,4.9,34.4,0.27,1.0,3.4,104,13116373,79,3.6,41,363,21.2,2133202
2024-08,West Portal,12445,152166.0,4.7,4.7,35.4,0.27,0.9,2.9,89,11440080,58,4.2,42,460,21.3,2193199
2024-09,West Portal,12559,149017.0,4.4,4.4,35.3,0.12,0.5,3.1,68,8492464,59,3.4,20,507,21.2,2142210
2024-10,West Portal,12433,150038.0,5.1,5.3,34.8,0.25,0.8,3.0,67,8343178,74,3.8,50,383,21.2,2171982
2024-11,West Portal,12563,149990.0,4.5,4.7,35.6,0.21,1.4,3.3,58,7148252,72,3.9,24,425,21.4,2165601
2024-12,West Portal,12482,153177.0,4.2,5.2,34.8,0.16,1.1,3.4,50,6103907,77,3.5,20,600,21.4,2221758
2025-01,West Portal,12588,151876.0,4.4,5.0,34.9,0.21,0.7,3.4,57,7211677,66,3.4,27,426,21.3,2214733
2025-02,West Portal,12645,150780.0,4.9,4.8,34.6,0.14,0.9,3.8,61,7604760,64,3.4,20,517,21.3,2186001
2025-03,West Portal,12545,153511.0,4.6,5.8,36.3,0.51,0.7,3.9,78,9899811,87,3.9,23,393,21.3,2223056
2025-04,West Portal,12529,151182.0,4.1,4.6,35.4,0.3,0.9,5.1,100,12579528,72,3.7,29,314,21.4,2212583
2025-05,West Portal,12468,154046.0,4.4,5.0,35.7,0.28,1.2,4.3,117,14783916,85,3.0,24,436,21.3,2254259
2025-06,West Portal,12532,151684.0,4.3,5.2,34.9,0.39,0.9,4.6,115,14411719,52,4.0,25,403,21.3,2224555
2025-07,West Portal,12579,153130.0,4.6,5.6,35.5,0.18,0.7,3.4,108,13544397,72,3.6,20,354,21.0,2247359
2025-08,West Portal,12585,151491.0,4.2,5.0,34.7,0.15,1.0,3.2,89,10982567,94,4.0,48,429,21.3,2236442
2025-09,West Portal,12489,153096.0,4.7,5.8,35.6,0.38,0.9,2.9,71,8992137,75,3.6,43,484,21.4,2272791
2025-10,West Portal,12485,153181.0,5.0,5.1,34.9,0.21,0.9,3.6,64,8180854,76,3.4,41,399,21.2,2260306
2025-11,West Portal,12610,154117.0,4.4,6.0,34.7,0.16,1.2,3.5,52,6690232,75,3.3,20,397,21.4,2279710
2025-12,West Portal,12558,154584.0,4.1,4.9,35.4,0.18,0.8,3.7,49,6341994,75,3.4,27,510,21.4,2290748
2018-01,Outer Richmond,42258,88441.0,5.6,11.2,52.3,0.88,1.9,6.4,42,4036431,89,4.1,25,1970,18.3,1051715
2018-02,Outer Richmond,42452,87072.0,6.2,12.5,52.4,0.71,1.8,6.7,52,4743875,78,4.6,32,2038,18.1,1046172
2018-03,Outer Richmond,42404,88403.0,5.8,12.2,52.0,0.87,1.7,6.5,58,5207352,98,4.0,31,1623,18.2,1070338
2018-04,Outer Richmond,42357,88137.0,6.4,12.0,52.7,0.89,2.1,8.5,72,6772251,90,4.4,26,1646,18.1,1066205
2018-05,Outer Richmond,42376,88725.0,5.6,12.1,52.3,0.5,1.8,8.0,87,8262136,105,4.2,28,1675,18.2,1075840
2018-06,Outer Richmond,42339,89898.0,6.2,12.1,52.3,0.75,2.1,6.3,79,7355856,109,4.3,32,1605,18.5,1096572
2018-07,Outer Richmond,42256,90043.0,5.7,11.6,52.0,0.81,2.0,5.9,78,7421815,73,4.0,38,1625,18.1,1079621
2018-08,Outer Richmond,42347,90002.0,6.7,12.7,51.9,0.74,1.7,5.2,70,6613373,117,4.1,54,1509,18.2,1085419
2018-09,Outer Richmond,42406,88876.0,5.4,10.7,51.8,0.81,2.1,4.9,64,5930458,67,4.6,74,1679,18.1,1082351
2018-10,Outer Richmond,42388,88685.0,5.9,11.4,51.8,0.7,2.2,5.0,54,5146539,113,4.7,66,1607,18.5,1089210
2018-11,Outer Richmond,42254,89730.0,5.6,12.2,52.7,0.77,1.8,5.2,35,3399063,102,5.4,27,1593,18.2,1102541
2018-12,Outer Richmond,42405,89332.0,6.5,12.0,52.1,0.71,2.2,5.6,35,3253456,96,4.3,36,1973,18.2,1099493
2019-01,Outer Richmond,42359,89753.0,5.6,10.7,51.9,0.77,1.8,6.6,38,3792668,91,4.5,28,1957,18.3,1115410
2019-02,Outer Richmond,42254,90410.0,5.6,11.5,52.6,0.67,2.2,6.6,58,5528747,114,4.8,26,1865,18.2,1114376
2019-03,Outer Richmond,42435,89800.0,5.8,11.0,52.5,0.67,2.1,7.6,56,5410044,94,4.0,37,1569,18.3,1119379
2019-04,Outer Richmond,42376,90570.0,5.6,12.5,52.8,0.83,1.7,7.0,75,6945995,100,4.1,25,1542,18.2,1138616
2019-05,Outer Richmond,42375,90802.0,5.9,12.0,52.5,0.52,2.1,7.7,79,7339277,99,4.6,27,1622,18.3,1157011
2019-06,Outer Richmond,42366,90831.0,5.6,11.4,52.2,0.9,2.1,7.8,76,7119187,108,4.9,30,1389,18.1,1139516
2019-07,Outer Richmond,42314,90829.0,6.4,12.3,52.7,0.78,1.9,6.6,81,7734547,81,4.3,33,1556,18.2,1142953
2019-08,Outer Richmond,42384,91357.0,6.0,11.3,51.6,0.7,2.1,5.0,67,6305834,78,4.1,70,1577,18.0,1143118
2019-09,Outer Richmond,42387,89118.0,6.1,10.9,52.1,0.75,1.9,5.1,63,5953148,91,4.6,58,1580,18.2,1115302
2019-10,Outer Richmond,42319,91903.0,6.0,12.0,52.6,0.7,2.2,4.8,53,5072917,100,4.6,67,1529,18.0,1167344
2019-11,Outer Richmond,42381,90475.0,6.0,10.9,53.9,0.92,2.1,5.2,36,3297527,96,4.2,25,1542,18.2,1141585
2019-12,Outer Richmond,42390,91856.0,5.9,12.9,52.7,0.66,2.1,5.6,29,2639749,101,4.7,24,1985,18.2,1177515
2020-01,Outer Richmond,42419,91394.0,6.4,11.0,53.5,0.7,2.0,4.7,37,3833149,92,4.7,28,1984,18.1,1165051
2020-02,Outer Richmond,42397,90985.0,6.7,11.9,52.2,0.72,2.0,4.8,57,5486195,96,4.8,26,1879,18.2,1161338
2020-03,Outer Richmond,42393,90375.0,9.7,10.0,51.7,0.86,2.2,5.2,58,5523428,107,4.9,30,1601,18.1,1155947
2020-04,Outer Richmond,42471,93296.0,9.9,11.7,52.0,0.75,2.0,6.0,78,7634741,102,4.2,25,1572,18.2,1174780
2020-05,Outer Richmond,42367,93564.0,10.1,11.3,52.0,0.87,2.0,5.7,79,7653413,94,4.7,36,1544,18.1,1214726
2020-06,Outer Richmond,42377,91179.0,10.2,11.7,53.4,0.76,2.2,4.7,91,8793045,113,4.8,29,1554,18.1,1155796
2020-07,Outer Richmond,42323,92886.0,9.8,11.4,51.9,0.61,2.0,5.1,77,7372783,112,4.8,22,1607,18.3,1195967
2020-08,Outer Richmond,42357,93709.0,10.2,12.0,52.2,0.85,2.3,4.4,71,6999671,117,5.1,49,1599,18.1,1212783
2020-09,Outer Richmond,42317,92245.0,10.1,11.7,51.4,0.94,1.7,3.6,54,5124493,88,4.2,20,1617,18.2,1217942
2020-10,Outer Richmond,42396,92426.0,9.5,11.4,52.5,0.74,2.0,4.9,46,4237128,105,4.6,29,1635,18.1,1204991
2020-11,Outer Richmond,42468,92902.0,10.2,10.9,51.5,0.99,2.0,4.4,45,4287519,105,4.7,23,1692,18.3,1196761
2020-12,Outer Richmond,42384,93000.0,10.3,10.8,54.1,0.77,2.1,5.2,35,3365999,92,4.2,31,1929,18.1,1209107
2021-01,Outer Richmond,42403,92590.0,6.8,11.9,52.4,0.45,2.0,7.0,44,4161442,91,4.3,26,1957,18.3,1221609
2021-02,Outer Richmond,42371,92139.0,7.1,11.5,52.3,0.42,1.9,6.9,50,4760494,92,4.0,35,1923,18.2,1200665
2021-03,Outer Richmond,42294,93155.0,6.7,11.6,52.1,0.48,1.7,8.0,57,5637002,98,4.6,28,1620,18.1,1212127
2021-04,Outer Richmond,42378,94415.0,6.3,11.2,53.2,0.6,2.3,7.9,71,6998397,103,4.4,23,1671,18.5,1227624
2021-05,Outer Richmond,42448,93529.0,6.8,11.5,51.7,0.55,1.6,8.2,93,8935137,95,4.4,34,1636,18.3,1229379
2021-06,Outer Richmond,42400,90787.0,7.1,10.8,52.1,0.63,1.7,8.0,83,8062990,88,3.9,29,1643,18.3,1189679
2021-07,Outer Richmond,42298,93996.0,7.0,11.6,53.1,0.51,1.6,7.4,83,8079060,104,4.9,29,1669,18.3,1239706
2021-08,Outer Richmond,42369,95084.0,6.6,11.8,52.4,0.59,2.3,6.3,74,7209845,95,4.6,75,1582,18.1,1276439
2021-09,Outer Richmond,42353,94842.0,6.7,10.5,52.4,0.66,2.0,4.9,62,5964511,71,4.5,62,1671,18.4,1269783
2021-10,Outer Richmond,42429,93496.0,7.3,12.0,52.1,0.62,2.1,6.2,48,4569269,92,4.7,26,1465,18.3,1250849
2021-11,Outer Richmond,42384,93634.0,6.3,11.0,52.5,0.49,2.1,5.2,37,3652548,93,4.4,26,1572,18.2,1257648
2021-12,Outer Richmond,42395,94478.0,6.8,12.1,51.6,0.74,2.0,6.0,41,3780070,111,5.0,35,1831,18.3,1283356
2022-01,Outer Richmond,42462,93846.0,6.2,12.2,52.3,0.41,2.1,7.3,39,3660923,107,4.2,31,2018,18.0,1270367
2022-02,Outer Richmond,42375,95234.0,6.0,10.9,51.7,0.37,2.2,7.3,52,5027570,85,4.7,31,1924,18.2,1273244
2022-03,Outer Richmond,42439,96852.0,6.1,11.1,52.3,0.71,2.2,9.0,58,5621675,98,4.6,29,1596,18.3,1306410
2022-04,Outer Richmond,42326,94620.0,5.9,12.8,51.8,0.52,2.4,7.9,76,7583161,87,4.4,27,1535,18.4,1274235
2022-05,Outer Richmond,42344,95431.0,6.1,11.3,51.9,0.59,2.1,8.0,82,8114272,95,5.0,26,1573,18.1,1291495
2022-06,Outer Richmond,42389,94711.0,5.9,11.6,51.6,0.5,2.1,7.0,84,8286697,115,4.6,29,1588,18.3,1298351
2022-07,Outer Richmond,42332,97104.0,5.7,10.8,52.2,0.65,2.0,7.0,85,8423677,96,4.7,26,1644,18.3,1329389
2022-08,Outer Richmond,42428,96820.0,6.2,10.1,52.7,0.75,1.8,5.8,81,7878538,90,4.5,43,1659,18.1,1325098
2022-09,Outer Richmond,42405,98181.0,6.2,11.0,51.7,0.63,1.8,5.5,57,5716064,90,4.5,54,1623,18.3,1340641
2022-10,Outer Richmond,42355,94815.0,5.9,11.2,51.9,0.56,2.1,6.0,41,3957618,106,5.0,42,1681,18.1,1311306
2022-11,Outer Richmond,42379,98400.0,5.7,11.1,52.2,0.4,1.6,5.9,45,4524753,84,4.6,25,1633,18.3,1355651
2022-12,Outer Richmond,42467,96845.0,5.8,11.3,51.6,0.51,1.9,6.0,38,3592015,85,4.8,20,1971,18.2,1335074
2023-01,Outer Richmond,42472,97027.0,6.0,11.2,52.2,0.53,2.1,6.5,35,3455413,99,3.9,29,1879,18.3,1320906
2023-02,Outer Richmond,42492,96983.0,5.6,11.1,52.6,0.64,1.9,6.8,43,4263773,107,4.8,30,1989,18.4,1353208
2023-03,Outer Richmond,42442,96663.0,6.1,11.4,52.6,0.68,2.0,7.9,56,5476898,99,4.6,31,1663,18.3,1338919
2023-04,Outer Richmond,42355,98016.0,6.5,11.3,52.2,0.6,2.1,8.5,82,8157281,110,4.5,37,1673,18.3,1369188
2023-05,Outer Richmond,42513,98869.0,5.6,11.3,52.2,0.76,2.2,9.0,80,8064910,83,4.0,28,1694,18.1,1375887
2023-06,Outer Richmond,42458,98803.0,6.5,11.2,52.1,0.44,1.9,7.0,79,8049052,97,5.3,25,1595,18.1,1371752
2023-07,Outer Richmond,42443,98682.0,6.1,11.8,52.9,0.45,1.9,6.9,103,10309375,98,4.7,26,1629,18.3,1379105
2023-08,Outer Richmond,42362,98203.0,5.8,10.5,52.0,0.41,1.7,5.6,80,8077039,81,4.9,38,1650,18.2,1382056
2023-09,Outer Richmond,42343,96634.0,5.6,11.3,53.3,0.45,1.9,5.3,62,5902573,112,4.5,68,1600,18.2,1367957
2023-10,Outer Richmond,42409,98774.0,5.6,10.9,51.8,0.48,2.2,6.4,44,4412550,94,4.9,57,1614,18.1,1374320
2023-11,Outer Richmond,42441,99125.0,6.0,10.8,52.2,0.63,2.2,5.0,38,3644393,99,4.7,28,1582,18.2,1420669
2023-12,Outer Richmond,42463,99664.0,6.0,11.1,51.8,0.44,1.9,5.7,34,3384101,96,4.3,32,1930,18.2,1400704
2024-01,Outer Richmond,42439,98565.0,6.3,11.0,52.3,0.61,2.1,7.3,49,4931025,96,4.3,29,2013,18.1,1387438
2024-02,Outer Richmond,42394,98434.0,5.7,12.0,52.2,0.59,1.6,7.0,54,5524520,99,4.4,32,1807,18.2,1386323
2024-03,Outer Richmond,42446,97230.0,5.7,11.1,51.9,0.51,2.1,8.0,57,5715100,99,4.6,25,1488,18.1,1372403
2024-04,Outer Richmond,42376,98748.0,5.9,11.5,52.8,0.63,1.8,8.2,83,8089563,110,4.2,31,1634,18.2,1429363
2024-05,Outer Richmond,42393,98112.0,6.0,11.0,52.6,0.64,2.0,8.2,85,8598964,93,4.3,34,1567,18.2,1399227
2024-06,Outer Richmond,42404,102357.0,6.2,11.6,52.6,0.48,2.0,7.8,90,9115538,93,4.6,27,1649,18.0,1478246
2024-07,Outer Richmond,42344,99015.0,6.0,11.3,53.3,0.58,2.0,6.9,92,9397132,95,4.6,29,1607,18.4,1410508
2024-08,Outer Richmond,42294,100568.0,6.2,11.1,52.6,0.63,2.0,6.4,78,7626295,98,4.0,54,1585,18.3,1447551
2024-09,Outer Richmond,42435,100228.0,6.2,10.2,51.9,0.68,1.9,4.6,70,7115668,104,4.5,79,1678,18.4,1450235
2024-10,Outer Richmond,42418,100184.0,5.5,11.3,52.6,0.52,2.1,5.3,55,5416838,86,4.4,67,1557,18.3,1429180
2024-11,Outer Richmond,42400,99339.0,5.1,11.2,52.2,0.41,1.9,5.9,39,3867239,93,4.3,27,1583,18.1,1426279
2024-12,Outer Richmond,42395,100276.0,5.5,11.4,52.9,0.55,2.0,5.8,43,4479752,95,4.3,31,1943,18.1,1457680
2025-01,Outer Richmond,42461,100300.0,6.6,10.2,51.9,0.57,2.4,6.5,36,3660322,94,4.7,29,1897,18.4,1426835
2025-02,Outer Richmond,42506,102189.0,5.6,11.9,51.6,0.65,1.6,6.9,45,4474187,97,4.2,20,1965,18.2,1491021
2025-03,Outer Richmond,42425,102364.0,5.8,11.5,51.9,0.48,2.2,8.7,66,6589095,87,4.9,36,1612,18.4,1496889
2025-04,Outer Richmond,42362,101305.0,5.9,11.0,52.9,0.46,1.7,8.5,73,7589965,106,4.3,36,1649,18.3,1478730
2025-05,Outer Richmond,42439,99643.0,6.3,9.2,52.1,0.39,1.9,8.0,79,7608433,99,5.1,28,1663,18.4,1439619
2025-06,Outer Richmond,42396,100640.0,5.6,11.8,52.4,0.63,2.0,6.9,92,9354710,100,4.6,23,1649,18.3,1480345
2025-07,Outer Richmond,42330,103718.0,5.6,11.1,52.8,0.66,1.6,6.9,87,9005644,101,4.9,32,1608,18.2,1539752
2025-08,Outer Richmond,42355,103160.0,5.7,10.5,52.8,0.46,2.0,5.9,65,6650479,98,3.9,44,1522,18.3,1533347
2025-09,Outer Richmond,42464,103415.0,5.7,11.2,52.3,0.57,2.2,6.2,62,6165113,95,4.4,59,1658,18.0,1519676
2025-10,Outer Richmond,42374,103844.0,5.8,10.6,52.6,0.49,2.0,6.4,60,6074578,95,4.3,26,1665,18.4,1531346
2025-11,Outer Richmond,42382,102493.0,5.9,10.3,52.1,0.65,2.0,6.3,43,4244702,91,4.5,24,1551,18.1,1524087
2025-12,Outer Richmond,42405,104115.0,5.6,9.6,52.2,0.72,2.0,5.5,30,3181520,89,4.9,33,1899,18.3,1536815
2018-01,Outer Sunset,51161,91133.0,5.8,11.1,48.4,0.51,1.4,5.0,32,3084675,111,4.6,24,2246,19.8,1097491
2018-02,Outer Sunset,51313,91687.0,6.1,11.5,48.4,0.66,1.7,6.1,46,4497226,76,4.2,31,2331,20.0,1090159
2018-03,Outer Sunset,51203,90028.0,5.3,9.6,48.3,0.68,1.8,6.3,62,5902286,81,3.8,32,1984,20.1,1094930
2018-04,Outer Sunset,51309,92911.0,5.7,10.5,48.5,0.76,1.6,6.5,67,6510026,82,4.3,32,1935,19.9,1121046
2018-05,Outer Sunset,51261,92114.0,5.0,10.7,48.7,0.8,1.7,5.7,81,7869270,96,4.3,21,1853,19.8,1099609
2018-06,Outer Sunset,51222,92795.0,5.9,10.8,49.1,0.73,1.6,5.7,80,7770865,85,4.2,30,1984,19.9,1119618
2018-07,Outer Sunset,51246,94559.0,5.8,9.6,48.1,0.6,2.0,6.1,79,7620405,92,4.3,25,1891,19.7,1164295
2018-08,Outer Sunset,51151,91292.0,5.7,9.8,48.3,0.71,1.9,4.8,81,7747286,103,4.4,86,1953,19.8,1120869
2018-09,Outer Sunset,51227,92949.0,5.2,10.0,49.6,0.58,1.6,4.5,60,5826848,87,4.4,72,1966,19.8,1143765
2018-10,Outer Sunset,51184,92650.0,5.2,10.4,48.2,0.55,1.7,3.5,55,5242125,101,4.2,37,1960,19.8,1155600
2018-11,Outer Sunset,51218,93084.0,5.9,10.9,48.7,1.03,1.7,3.9,34,3254953,107,4.3,37,1924,19.9,1148770
2018-12,Outer Sunset,51262,94434.0,5.4,10.1,48.8,0.89,1.4,3.9,35,3505677,92,4.0,30,2198,19.9,1161202
2019-01,Outer Sunset,51239,94266.0,5.7,10.1,49.1,0.78,1.4,5.4,34,3175714,97,4.2,29,2250,19.8,1171886
2019-02,Outer Sunset,51353,93816.0,5.2,10.1,49.0,0.62,1.5,5.7,46,4349491,94,4.3,33,2267,19.9,1157481
2019-03,Outer Sunset,51189,93596.0,5.1,11.3,48.7,0.62,1.7,5.2,68,6715931,93,4.4,23,1841,19.6,1160660
2019-04,Outer Sunset,51299,93915.0,5.7,10.9,47.8,0.88,2.0,6.9,78,7659773,94,4.7,27,1928,19.9,1142179
2019-05,Outer Sunset,51269,95176.0,5.1,10.5,48.2,0.74,1.7,6.0,88,8545900,94,4.7,25,1905,19.8,1184885
2019-06,Outer Sunset,51355,95067.0,5.7,10.6,48.8,0.52,2.2,5.3,95,9327478,93,4.2,43,1938,19.8,1183799
2019-07,Outer Sunset,51216,94815.0,5.3,10.7,48.3,0.8,1.9,5.5,85,8342662,77,4.8,28,1937,19.9,1163906
2019-08,Outer Sunset,51216,95764.0,5.6,10.7,48.6,0.82,1.8,5.7,69,6741090,86,4.4,50,1891,19.7,1199020
2019-09,Outer Sunset,51250,93062.0,4.9,10.4,47.2,0.68,1.7,4.8,57,5659214,100,3.9,50,1980,19.7,1171981
2019-10,Outer Sunset,51321,94697.0,5.9,9.9,47.2,0.82,1.8,4.7,43,4084658,103,4.4,53,1917,20.0,1203153
2019-11,Outer Sunset,51228,93995.0,5.8,9.8,48.0,0.83,1.9,4.7,33,3379839,102,4.2,27,1907,19.8,1212033
2019-12,Outer Sunset,51233,94486.0,6.1,10.0,49.0,0.77,1.7,4.5,36,3383754,91,4.5,38,2229,19.8,1193675
2020-01,Outer Sunset,51267,94192.0,5.3,9.4,47.9,0.63,2.1,4.6,40,4018536,95,4.5,27,2253,19.7,1192069
2020-02,Outer Sunset,51240,96220.0,5.6,10.1,48.1,0.74,1.7,5.0,40,3958040,99,4.5,29,2330,19.7,1225917
2020-03,Outer Sunset,51245,97062.0,9.0,9.7,49.5,0.46,1.9,4.8,63,6348846,94,4.7,27,1885,19.9,1235932
2020-04,Outer Sunset,51286,97371.0,9.9,9.5,48.4,0.73,1.7,5.3,76,7447456,90,4.0,27,1828,19.8,1245317
2020-05,Outer Sunset,51211,98129.0,9.5,10.4,48.3,0.66,1.8,5.0,84,8402118,86,3.9,22,1974,19.9,1266419
2020-06,Outer Sunset,51236,95173.0,9.5,10.2,48.0,0.55,1.4,5.2,80,7837867,88,4.5,31,1891,19.8,1223710
2020-07,Outer Sunset,51228,97643.0,9.5,10.2,47.9,0.73,1.6,4.2,80,7893337,71,4.5,29,1879,19.6,1263822
2020-08,Outer Sunset,51228,98132.0,9.7,11.0,48.7,0.81,1.8,3.7,76,7445618,112,4.3,55,1922,19.7,1282006
2020-09,Outer Sunset,51209,95737.0,9.6,9.6,49.4,0.68,1.1,3.7,64,6221451,78,4.3,47,1853,19.7,1242318
2020-10,Outer Sunset,51306,97608.0,9.1,10.5,49.0,0.84,1.6,3.5,52,5085058,97,4.3,42,1867,19.9,1257924
2020-11,Outer Sunset,51203,97654.0,9.6,9.5,48.3,0.62,1.6,4.9,39,3766137,112,4.6,33,1860,19.9,1279636
2020-12,Outer Sunset,51270,95752.0,9.6,11.1,48.7,0.66,1.7,3.9,33,3225786,106,4.7,26,2349,19.9,1255870
2021-01,Outer Sunset,51285,96702.0,6.5,10.6,48.0,0.39,1.8,5.7,44,4252024,94,4.4,27,2274,19.7,1264701
2021-02,Outer Sunset,51216,97573.0,6.8,9.6,48.4,0.54,1.3,7.6,55,5279428,70,4.3,24,2331,19.8,1280496
2021-03,Outer Sunset,51237,99545.0,6.8,10.5,49.2,0.39,2.0,7.0,64,6369802,73,4.6,20,1855,19.8,1288329
2021-04,Outer Sunset,51211,98355.0,6.5,10.0,48.1,0.49,1.7,6.4,74,7214937,100,4.2,42,1950,19.8,1301025
2021-05,Outer Sunset,51162,99232.0,6.4,10.2,48.2,0.43,1.7,7.1,84,8367549,75,5.0,31,1922,19.8,1300975
2021-06,Outer Sunset,51275,98724.0,7.0,11.2,49.3,0.31,1.7,6.8,86,8540762,70,4.6,20,1826,19.7,1305056
