id,date,neighborhood,category,resolution,lat,lng,description
180002625,2022-04-08 03:14:00,SOMA,Robbery,Arrest Made,37.770448,-122.409556,Incident #180002625
180002626,2022-04-07 06:43:00,SOMA,Public Intoxication,Exceptional Clearance,37.771054,-122.408264,Incident #180002626
180002627,2022-04-17 02:54:00,SOMA,Drug Offense,Open,37.777792,-122.408723,Incident #180002627
180002628,2022-04-12 04:38:00,SOMA,Shoplifting,Cite or Arrest Adult,37.781664,-122.394462,Incident #180002628
180002629,2022-04-11 10:23:00,SOMA,Robbery,Unfounded,37.78716,-122.416446,Incident #180002629
180002630,2022-04-02 04:00:00,SOMA,Vandalism,Open,37.774049,-122.407879,Incident #180002630
180002631,2022-04-13 18:20:00,SOMA,Larceny/Theft,Arrest Made,37.773658,-122.394954,Incident #180002631
180002632,2022-04-06 01:44:00,SOMA,Vandalism,Open,37.785339,-122.413197,Incident #180002632
180002633,2022-04-29 07:03:00,SOMA,Assault,Arrest Made,37.789999,-122.426642,Incident #180002633
180002634,2022-04-12 05:24:00,SOMA,Disorderly Conduct,Not Prosecuted,37.790857,-122.391349,Incident #180002634
180002635,2022-04-05 10:34:00,SOMA,Public Intoxication,Open,37.781905,-122.407232,Incident #180002635
180002636,2022-04-06 01:34:00,SOMA,Trespass,Cite or Arrest Adult,37.76478,-122.416979,Incident #180002636
180002637,2022-04-17 05:24:00,SOMA,Shoplifting,Complainant Refuses to Prosecute,37.769241,-122.409103,Incident #180002637
180002638,2022-04-11 09:45:00,SOMA,Larceny/Theft,Open,37.762133,-122.399934,Incident #180002638
180002639,2022-04-24 16:38:00,SOMA,Weapons Offense,Arrest Made,37.787642,-122.397709,Incident #180002639
180002640,2022-04-01 22:46:00,SOMA,Motor Vehicle Theft,Complainant Refuses to Prosecute,37.784967,-122.398182,Incident #180002640
180002641,2022-04-27 09:32:00,SOMA,Public Intoxication,Arrest Made,37.76927,-122.393357,Incident #180002641
180002642,2022-04-05 20:34:00,SOMA,Burglary,Arrest Made,37.77816,-122.395797,Incident #180002642
180002643,2022-04-11 18:18:00,SOMA,Disorderly Conduct,Cite or Arrest Adult,37.791575,-122.405141,Incident #180002643
180002644,2022-04-02 13:44:00,SOMA,Weapons Offense,Complainant Refuses to Prosecute,37.780417,-122.410324,Incident #180002644
180002645,2022-04-02 00:23:00,SOMA,Burglary,Open,37.7898,-122.414338,Incident #180002645
180002646,2022-03-17 23:15:00,Mission District,Burglary,Open,37.762596,-122.426495,Incident #180002646
180002647,2022-03-20 19:28:00,Mission District,Vandalism,Not Prosecuted,37.763024,-122.418013,Incident #180002647
180002648,2022-03-21 17:11:00,Mission District,Trespass,Not Prosecuted,37.769094,-122.403644,Incident #180002648
180002649,2022-03-29 14:48:00,Mission District,Assault,Arrest Made,37.753881,-122.392951,Incident #180002649
180002650,2022-03-09 00:55:00,Mission District,Shoplifting,Complainant Refuses to Prosecute,37.760073,-122.438327,Incident #180002650
180002651,2022-03-09 22:23:00,Mission District,Drug Offense,Exceptional Clearance,37.762529,-122.408467,Incident #180002651
180002652,2022-03-11 20:13:00,Mission District,Drug Offense,Cite or Arrest Adult,37.776441,-122.431442,Incident #180002652
180002653,2022-03-20 15:40:00,Mission District,Disorderly Conduct,Not Prosecuted,37.758151,-122.404275,Incident #180002653
180002654,2022-03-04 06:14:00,Mission District,Weapons Offense,Complainant Refuses to Prosecute,37.752698,-122.420647,Incident #180002654
180002655,2022-03-22 01:19:00,Mission District,Weapons Offense,Not Prosecuted,37.744677,-122.385149,Incident #180002655
180002656,2022-03-17 19:25:00,Mission District,Larceny/Theft,Arrest Made,37.758685,-122.418236,Incident #180002656
180002657,2022-03-06 19:57:00,Mission District,Shoplifting,Arrest Made,37.770162,-122.414278,Incident #180002657
180002658,2022-03-26 05:35:00,Mission District,Burglary,Arrest Made,37.750953,-122.407372,Incident #180002658
180002659,2022-03-06 04:09:00,Mission District,Robbery,Unfounded,37.751074,-122.408535,Incident #180002659
180002660,2022-03-06 15:25:00,Mission District,Vandalism,Arrest Made,37.749022,-122.424106,Incident #180002660
180002661,2022-03-17 15:09:00,Mission District,Public Intoxication,Exceptional Clearance,37.763498,-122.405392,Incident #180002661
180002662,2022-03-08 23:46:00,Mission District,Burglary,Open,37.771167,-122.432646,Incident #180002662
180002663,2022-03-06 19:16:00,Mission District,Public Intoxication,Complainant Refuses to Prosecute,37.758334,-122.42052,Incident #180002663
180002664,2022-03-16 21:05:00,Mission District,Trespass,Exceptional Clearance,37.754764,-122.420462,Incident #180002664
180002665,2022-03-05 06:30:00,Mission District,Trespass,Unfounded,37.774581,-122.41042,Incident #180002665
180002666,2022-03-23 20:00:00,Mission District,Burglary,Open,37.746321,-122.418564,Incident #180002666
180002667,2022-03-04 22:06:00,Mission District,Trespass,Open,37.772819,-122.396293,Incident #180002667
180002668,2022-03-16 04:11:00,Mission District,Shoplifting,Cite or Arrest Adult,37.765359,-122.391595,Incident #180002668
180002669,2022-03-08 08:37:00,Mission District,Burglary,Open,37.757845,-122.412561,Incident #180002669
180002670,2022-03-27 05:32:00,Mission District,Burglary,Exceptional Clearance,37.757405,-122.4291,Incident #180002670
180002671,2022-03-01 11:14:00,Mission District,Trespass,Cite or Arrest Adult,37.741109,-122.403341,Incident #180002671
180002672,2022-03-29 00:16:00,Mission District,Trespass,Exceptional Clearance,37.764106,-122.419623,Incident #180002672
180002673,2022-03-20 19:35:00,Mission District,Trespass,Cite or Arrest Adult,37.765721,-122.419362,Incident #180002673
180002674,2022-03-16 16:03:00,Mission District,Larceny/Theft,Unfounded,37.770162,-122.428805,Incident #180002674
180002675,2022-03-30 07:28:00,Mission District,Trespass,Cite or Arrest Adult,37.768831,-122.416971,Incident #180002675
180002676,2022-03-28 06:49:00,Mission District,Motor Vehicle Theft,Unfounded,37.758352,-122.406968,Incident #180002676
180002677,2022-03-23 18:11:00,Mission District,Public Intoxication,Arrest Made,37.770548,-122.404113,Incident #180002677
180002678,2022-03-25 16:58:00,Mission District,Shoplifting,Not Prosecuted,37.757945,-122.43437,Incident #180002678
180002679,2022-03-20 22:29:00,Mission District,Vandalism,Arrest Made,37.766029,-122.422558,Incident #180002679
180002680,2022-03-09 13:18:00,Mission District,Shoplifting,Cite or Arrest Adult,37.764627,-122.428141,Incident #180002680
180002681,2022-03-12 03:36:00,Mission District,Disorderly Conduct,Open,37.748609,-122.413385,Incident #180002681
180002682,2022-03-01 02:43:00,Mission District,Larceny/Theft,Open,37.777352,-122.428707,Incident #180002682
180002683,2022-03-25 05:49:00,Mission District,Assault,Not Prosecuted,37.75544,-122.412285,Incident #180002683
180002684,2022-03-31 02:04:00,Mission District,Motor Vehicle Theft,Not Prosecuted,37.772628,-122.425,Incident #180002684
180002685,2022-03-06 11:12:00,Mission District,Robbery,Cite or Arrest Adult,37.764747,-122.413965,Incident #180002685
180002686,2022-03-20 22:49:00,Mission District,Public Intoxication,Not Prosecuted,37.765598,-122.398623,Incident #180002686
180002687,2022-03-25 07:28:00,Mission District,Burglary,Arrest Made,37.746216,-122.425996,Incident #180002687
180002688,2022-03-01 23:41:00,Mission District,Assault,Exceptional Clearance,37.757675,-122.426627,Incident #180002688
180002689,2022-03-14 14:42:00,Mission District,Robbery,Open,37.74579,-122.407335,Incident #180002689
180002690,2022-03-20 18:37:00,Mission District,Drug Offense,Not Prosecuted,37.765538,-122.425327,Incident #180002690
180002691,2022-03-30 19:07:00,Mission District,Drug Offense,Cite or Arrest Adult,37.761428,-122.429412,Incident #180002691
180002692,2022-03-17 11:36:00,Mission District,Burglary,Complainant Refuses to Prosecute,37.750345,-122.411841,Incident #180002692
180002693,2022-03-10 14:47:00,Mission District,Drug Offense,Cite or Arrest Adult,37.76001,-122.397642,Incident #180002693
180002694,2022-03-05 23:03:00,Mission District,Weapons Offense,Cite or Arrest Adult,37.751294,-122.423963,Incident #180002694
180002695,2022-03-26 03:48:00,Mission District,Burglary,Open,37.756908,-122.424425,Incident #180002695
180002696,2022-03-26 10:09:00,Mission District,Drug Offense,Open,37.763292,-122.406707,Incident #180002696
180002697,2022-03-21 06:47:00,Mission District,Motor Vehicle Theft,Open,37.743168,-122.421313,Incident #180002697
180002698,2022-03-04 11:47:00,Mission District,Drug Offense,Unfounded,37.739138,-122.413695,Incident #180002698
180002699,2022-03-24 23:31:00,Mission District,Motor Vehicle Theft,Open,37.761488,-122.417638,Incident #180002699
180002700,2022-03-17 08:45:00,Mission District,Motor Vehicle Theft,Exceptional Clearance,37.739064,-122.42749,Incident #180002700
180002701,2022-03-04 06:19:00,Mission District,Motor Vehicle Theft,Not Prosecuted,37.751067,-122.412321,Incident #180002701
180002702,2022-03-28 04:47:00,Mission District,Trespass,Open,37.757552,-122.432301,Incident #180002702
180002703,2022-03-05 08:25:00,Mission District,Disorderly Conduct,Arrest Made,37.751261,-122.406858,Incident #180002703
180002704,2022-03-01 09:09:00,Mission District,Motor Vehicle Theft,Cite or Arrest Adult,37.753568,-122.423613,Incident #180002704
180002705,2022-03-12 09:43:00,Mission District,Trespass,Open,37.744781,-122.419838,Incident #180002705
180002706,2022-03-24 22:43:00,Mission District,Assault,Arrest Made,37.768876,-122.398618,Incident #180002706
180002707,2022-03-15 15:43:00,Mission District,Robbery,Arrest Made,37.756309,-122.434248,Incident #180002707
180002708,2022-03-08 06:37:00,Mission District,Assault,Open,37.757901,-122.413864,Incident #180002708
180002709,2022-03-17 23:12:00,Mission District,Weapons Offense,Exceptional Clearance,37.758992,-122.408213,Incident #180002709
180002710,2022-03-21 20:46:00,Mission District,Assault,Open,37.765152,-122.417139,Incident #180002710
180002711,2022-03-11 13:00:00,Mission District,Shoplifting,Not Prosecuted,37.757749,-122.416033,Incident #180002711
180002712,2021-03-14 23:37:00,Bernal Heights,Disorderly Conduct,Open,37.724806,-122.40501,Incident #180002712
180002713,2021-03-12 09:09:00,Bernal Heights,Assault,Open,37.730887,-122.416997,Incident #180002713
180002714,2021-03-16 05:24:00,Bernal Heights,Robbery,Arrest Made,37.749225,-122.414117,Incident #180002714
180002715,2021-03-23 14:49:00,Bernal Heights,Public Intoxication,Open,37.728666,-122.409015,Incident #180002715
180002716,2021-03-16 02:45:00,Bernal Heights,Vandalism,Cite or Arrest Adult,37.765944,-122.406288,Incident #180002716
180002717,2021-03-11 06:43:00,Bernal Heights,Trespass,Complainant Refuses to Prosecute,37.747811,-122.410817,Incident #180002717
180002718,2021-03-21 21:26:00,Bernal Heights,Disorderly Conduct,Not Prosecuted,37.739197,-122.429039,Incident #180002718
180002719,2021-03-23 15:12:00,Bernal Heights,Vandalism,Open,37.719122,-122.433476,Incident #180002719
180002720,2021-03-16 10:31:00,Bernal Heights,Burglary,Open,37.755061,-122.4212,Incident #180002720
180002721,2021-03-22 04:29:00,Bernal Heights,Disorderly Conduct,Open,37.738179,-122.418968,Incident #180002721
180002722,2021-03-29 16:29:00,Bernal Heights,Weapons Offense,Cite or Arrest Adult,37.749421,-122.416529,Incident #180002722
180002723,2021-03-13 04:13:00,Bernal Heights,Fraud,Arrest Made,37.73631,-122.405423,Incident #180002723
180002724,2021-03-22 03:47:00,Bernal Heights,Drug Offense,Exceptional Clearance,37.731889,-122.418616,Incident #180002724
180002725,2021-03-24 05:39:00,Bernal Heights,Motor Vehicle Theft,Arrest Made,37.736179,-122.430329,Incident #180002725
180002726,2021-03-10 14:00:00,Bernal Heights,Motor Vehicle Theft,Open,37.729672,-122.429956,Incident #180002726
180002727,2021-03-17 20:24:00,Bernal Heights,Disorderly Conduct,Exceptional Clearance,37.729694,-122.407717,Incident #180002727
180002728,2021-03-19 03:05:00,Bernal Heights,Fraud,Open,37.741692,-122.41577,Incident #180002728
180002729,2021-03-09 11:19:00,Bernal Heights,Larceny/Theft,Arrest Made,37.738242,-122.434601,Incident #180002729
180002730,2021-03-18 12:51:00,Bernal Heights,Drug Offense,Cite or Arrest Adult,37.737668,-122.415623,Incident #180002730
180002731,2021-03-30 03:22:00,Bernal Heights,Drug Offense,Arrest Made,37.733749,-122.451704,Incident #180002731
180002732,2021-03-23 23:20:00,Bernal Heights,Motor Vehicle Theft,Cite or Arrest Adult,37.739771,-122.406273,Incident #180002732
180002733,2021-03-22 20:30:00,Bernal Heights,Weapons Offense,Arrest Made,37.749347,-122.429397,Incident #180002733
180002734,2021-03-18 00:57:00,Bernal Heights,Disorderly Conduct,Not Prosecuted,37.739142,-122.423363,Incident #180002734
180002735,2021-03-29 14:27:00,Bernal Heights,Vandalism,Arrest Made,37.728788,-122.433602,Incident #180002735
180002736,2021-03-04 03:23:00,Bernal Heights,Fraud,Open,37.739329,-122.421437,Incident #180002736
180002737,2021-03-04 09:46:00,Bernal Heights,Disorderly Conduct,Arrest Made,37.747077,-122.416886,Incident #180002737
180002738,2021-03-04 06:34:00,Bernal Heights,Robbery,Not Prosecuted,37.732426,-122.408207,Incident #180002738
180002739,2021-03-29 23:27:00,Bernal Heights,Shoplifting,Arrest Made,37.749899,-122.400937,Incident #180002739
180002740,2021-03-04 20:45:00,Bernal Heights,Shoplifting,Open,37.704395,-122.415679,Incident #180002740
180002741,2018-12-26 14:29:00,Sunset,Larceny/Theft,Open,37.74345,-122.483178,Incident #180002741
180002742,2018-12-30 18:47:00,Sunset,Burglary,Open,37.761124,-122.495882,Incident #180002742
180002743,2018-12-10 20:02:00,Sunset,Robbery,Unfounded,37.729942,-122.491764,Incident #180002743
180002744,2018-12-16 10:22:00,Sunset,Trespass,Open,37.758306,-122.513245,Incident #180002744
180002745,2018-12-28 13:35:00,Sunset,Fraud,Arrest Made,37.75899,-122.517885,Incident #180002745
180002746,2018-12-28 00:47:00,Sunset,Public Intoxication,Arrest Made,37.742717,-122.49458,Incident #180002746
180002747,2018-12-26 16:54:00,Sunset,Fraud,Open,37.749955,-122.486839,Incident #180002747
180002748,2018-12-12 03:15:00,Sunset,Trespass,Open,37.74742,-122.480965,Incident #180002748
180002749,2018-12-28 11:30:00,Sunset,Burglary,Exceptional Clearance,37.743952,-122.49929,Incident #180002749
180002750,2018-12-20 18:01:00,Sunset,Drug Offense,Unfounded,37.751284,-122.494437,Incident #180002750
180002751,2018-12-17 16:55:00,Sunset,Motor Vehicle Theft,Not Prosecuted,37.761656,-122.502149,Incident #180002751
180002752,2018-12-18 17:42:00,Sunset,Drug Offense,Not Prosecuted,37.751733,-122.480442,Incident #180002752
180002753,2018-12-27 03:16:00,Sunset,Fraud,Open,37.746461,-122.484232,Incident #180002753
180002754,2018-12-03 07:37:00,Sunset,Motor Vehicle Theft,Arrest Made,37.754657,-122.493619,Incident #180002754
180002755,2018-12-31 18:37:00,Sunset,Motor Vehicle Theft,Complainant Refuses to Prosecute,37.751389,-122.479917,Incident #180002755
180002756,2018-12-05 04:08:00,Sunset,Trespass,Open,37.73234,-122.499049,Incident #180002756
180002757,2018-12-13 14:11:00,Sunset,Trespass,Open,37.765144,-122.486096,Incident #180002757
180002758,2018-12-31 19:37:00,Sunset,Larceny/Theft,Open,37.767818,-122.50853,Incident #180002758
180002759,2021-08-20 16:42:00,North Beach,Disorderly Conduct,Arrest Made,37.816576,-122.407734,Incident #180002759
180002760,2021-08-14 04:18:00,North Beach,Drug Offense,Open,37.813911,-122.400741,Incident #180002760
180002761,2021-08-20 00:33:00,North Beach,Burglary,Open,37.792274,-122.425507,Incident #180002761
180002762,2021-08-11 15:19:00,North Beach,Burglary,Exceptional Clearance,37.795502,-122.403559,Incident #180002762
180002763,2021-08-26 07:48:00,North Beach,Larceny/Theft,Arrest Made,37.808655,-122.404615,Incident #180002763
180002764,2021-08-21 03:04:00,North Beach,Public Intoxication,Arrest Made,37.817821,-122.4146,Incident #180002764
180002765,2021-08-10 03:18:00,North Beach,Fraud,Open,37.811913,-122.403027,Incident #180002765
180002766,2021-08-28 16:50:00,North Beach,Weapons Offense,Complainant Refuses to Prosecute,37.804849,-122.41152,Incident #180002766
180002767,2021-08-22 11:17:00,North Beach,Assault,Cite or Arrest Adult,37.805938,-122.414626,Incident #180002767
180002768,2021-08-06 13:39:00,North Beach,Motor Vehicle Theft,Open,37.795005,-122.404959,Incident #180002768
180002769,2021-08-01 19:11:00,North Beach,Motor Vehicle Theft,Exceptional Clearance,37.803888,-122.421268,Incident #180002769
180002770,2021-08-14 02:41:00,North Beach,Fraud,Arrest Made,37.800034,-122.408244,Incident #180002770
180002771,2021-08-04 07:05:00,North Beach,Assault,Arrest Made,37.802542,-122.417522,Incident #180002771
180002772,2021-08-25 12:54:00,North Beach,Fraud,Open,37.798565,-122.420009,Incident #180002772
180002773,2021-08-14 00:49:00,North Beach,Assault,Cite or Arrest Adult,37.796535,-122.422035,Incident #180002773
180002774,2021-08-05 08:31:00,North Beach,Robbery,Open,37.807617,-122.409885,Incident #180002774
180002775,2021-08-09 20:10:00,North Beach,Motor Vehicle Theft,Arrest Made,37.821072,-122.417829,Incident #180002775
180002776,2021-08-12 02:24:00,North Beach,Vandalism,Complainant Refuses to Prosecute,37.802733,-122.414248,Incident #180002776
180002777,2021-08-17 08:17:00,North Beach,Assault,Arrest Made,37.816513,-122.407961,Incident #180002777
180002778,2021-08-22 23:47:00,North Beach,Trespass,Not Prosecuted,37.804509,-122.401432,Incident #180002778
180002779,2021-08-27 21:21:00,North Beach,Burglary,Complainant Refuses to Prosecute,37.791567,-122.416684,Incident #180002779
180002780,2021-08-15 03:17:00,North Beach,Burglary,Open,37.825287,-122.427026,Incident #180002780
180002781,2021-08-21 10:09:00,North Beach,Drug Offense,Open,37.817124,-122.405242,Incident #180002781
180002782,2021-08-18 13:35:00,North Beach,Motor Vehicle Theft,Arrest Made,37.814252,-122.419278,Incident #180002782
180002783,2021-08-17 15:13:00,North Beach,Vandalism,Exceptional Clearance,37.801466,-122.395937,Incident #180002783
180002784,2021-08-17 20:42:00,North Beach,Drug Offense,Open,37.814333,-122.436981,Incident #180002784
180002785,2021-08-02 19:01:00,North Beach,Vandalism,Unfounded,37.813471,-122.397054,Incident #180002785
180002786,2021-08-16 12:58:00,North Beach,Burglary,Cite or Arrest Adult,37.800733,-122.4235,Incident #180002786
180002787,2021-08-19 10:38:00,North Beach,Trespass,Exceptional Clearance,37.812136,-122.408382,Incident #180002787
180002788,2021-08-09 00:15:00,North Beach,Fraud,Cite or Arrest Adult,37.816614,-122.396188,Incident #180002788
180002789,2021-08-10 02:10:00,North Beach,Public Intoxication,Arrest Made,37.809757,-122.411131,Incident #180002789
180002790,2021-08-04 00:59:00,North Beach,Burglary,Complainant Refuses to Prosecute,37.836989,-122.400969,Incident #180002790
180002791,2021-08-26 09:36:00,North Beach,Trespass,Arrest Made,37.816915,-122.418706,Incident #180002791
180002792,2021-08-23 20:07:00,North Beach,Larceny/Theft,Unfounded,37.806621,-122.407891,Incident #180002792
180002793,2020-01-03 03:04:00,Outer Richmond,Shoplifting,Exceptional Clearance,37.78078,-122.500858,Incident #180002793
180002794,2020-01-15 18:41:00,Outer Richmond,Fraud,Open,37.775721,-122.505079,Incident #180002794
180002795,2020-01-23 07:30:00,Outer Richmond,Assault,Open,37.779239,-122.511191,Incident #180002795
180002796,2020-01-06 20:53:00,Outer Richmond,Shoplifting,Open,37.766913,-122.486957,Incident #180002796
180002797,2020-01-13 04:37:00,Outer Richmond,Motor Vehicle Theft,Open,37.766754,-122.508235,Incident #180002797
180002798,2020-01-16 07:21:00,Outer Richmond,Weapons Offense,Arrest Made,37.785796,-122.50897,Incident #180002798
180002799,2020-01-24 21:13:00,Outer Richmond,Assault,Cite or Arrest Adult,37.791031,-122.503244,Incident #180002799
180002800,2020-01-03 11:24:00,Outer Richmond,Disorderly Conduct,Open,37.754575,-122.513991,Incident #180002800
180002801,2020-01-07 21:32:00,Outer Richmond,Disorderly Conduct,Open,37.795914,-122.490945,Incident #180002801
180002802,2020-01-08 00:50:00,Outer Richmond,Trespass,Arrest Made,37.781509,-122.504356,Incident #180002802
180002803,2020-01-11 19:45:00,Outer Richmond,Motor Vehicle Theft,Open,37.795942,-122.486783,Incident #180002803
180002804,2020-01-11 20:54:00,Outer Richmond,Motor Vehicle Theft,Arrest Made,37.776465,-122.516636,Incident #180002804
180002805,2020-01-03 13:13:00,Outer Richmond,Shoplifting,Arrest Made,37.780143,-122.480814,Incident #180002805
180002806,2024-07-01 00:53:00,Visitacion Valley,Robbery,Open,37.707888,-122.403985,Incident #180002806
180002807,2024-07-10 15:58:00,Visitacion Valley,Motor Vehicle Theft,Arrest Made,37.716166,-122.395328,Incident #180002807
180002808,2024-07-17 03:03:00,Visitacion Valley,Vandalism,Open,37.683259,-122.399331,Incident #180002808
180002809,2024-07-06 21:26:00,Visitacion Valley,Fraud,Cite or Arrest Adult,37.718245,-122.404008,Incident #180002809
180002810,2024-07-25 21:55:00,Visitacion Valley,Motor Vehicle Theft,Open,37.715192,-122.401579,Incident #180002810
180002811,2024-07-14 18:20:00,Visitacion Valley,Motor Vehicle Theft,Arrest Made,37.716256,-122.417209,Incident #180002811
180002812,2024-07-19 22:59:00,Visitacion Valley,Assault,Cite or Arrest Adult,37.700838,-122.403983,Incident #180002812
180002813,2024-07-22 13:50:00,Visitacion Valley,Weapons Offense,Not Prosecuted,37.718592,-122.396709,Incident #180002813
180002814,2024-07-13 12:40:00,Visitacion Valley,Robbery,Open,37.710926,-122.398691,Incident #180002814
180002815,2024-07-28 09:45:00,Visitacion Valley,Larceny/Theft,Cite or Arrest Adult,37.715166,-122.40532,Incident #180002815
180002816,2024-07-11 21:37:00,Visitacion Valley,Burglary,Not Prosecuted,37.728705,-122.405323,Incident #180002816
180002817,2024-07-07 22:17:00,Visitacion Valley,Trespass,Not Prosecuted,37.722732,-122.394176,Incident #180002817
180002818,2024-07-03 13:38:00,Visitacion Valley,Drug Offense,Arrest Made,37.719098,-122.392561,Incident #180002818
180002819,2024-07-06 01:56:00,Visitacion Valley,Fraud,Not Prosecuted,37.724285,-122.395954,Incident #180002819
180002820,2024-07-23 10:54:00,Visitacion Valley,Trespass,Complainant Refuses to Prosecute,37.720832,-122.387915,Incident #180002820
180002821,2024-07-31 18:58:00,Visitacion Valley,Trespass,Not Prosecuted,37.732179,-122.402359,Incident #180002821
180002822,2024-07-22 13:31:00,Visitacion Valley,Motor Vehicle Theft,Cite or Arrest Adult,37.71259,-122.411687,Incident #180002822
180002823,2024-07-23 04:12:00,Visitacion Valley,Larceny/Theft,Complainant Refuses to Prosecute,37.701576,-122.427028,Incident #180002823
180002824,2024-07-07 00:29:00,Visitacion Valley,Motor Vehicle Theft,Open,37.718042,-122.402664,Incident #180002824
180002825,2024-07-25 03:46:00,Visitacion Valley,Assault,Unfounded,37.724189,-122.401728,Incident #180002825
180002826,2024-07-07 00:47:00,Visitacion Valley,Fraud,Arrest Made,37.71355,-122.401374,Incident #180002826
180002827,2024-07-20 15:39:00,Visitacion Valley,Drug Offense,Cite or Arrest Adult,37.718848,-122.395527,Incident #180002827
180002828,2024-07-29 02:30:00,Visitacion Valley,Burglary,Open,37.71203,-122.387152,Incident #180002828
180002829,2024-07-18 12:44:00,Visitacion Valley,Fraud,Open,37.710538,-122.394199,Incident #180002829
180002830,2024-07-29 03:34:00,Visitacion Valley,Weapons Offense,Open,37.719896,-122.415716,Incident #180002830
180002831,2024-07-10 10:29:00,Visitacion Valley,Fraud,Arrest Made,37.721281,-122.415535,Incident #180002831
180002832,2024-07-30 12:30:00,Visitacion Valley,Trespass,Cite or Arrest Adult,37.715251,-122.403658,Incident #180002832
180002833,2024-07-22 10:23:00,Visitacion Valley,Disorderly Conduct,Arrest Made,37.714997,-122.386843,Incident #180002833
180002834,2024-07-22 08:34:00,Visitacion Valley,Robbery,Open,37.702712,-122.416055,Incident #180002834
180002835,2024-07-14 05:20:00,Visitacion Valley,Robbery,Arrest Made,37.723899,-122.407911,Incident #180002835
180002836,2024-07-25 18:51:00,Visitacion Valley,Robbery,Not Prosecuted,37.723402,-122.404576,Incident #180002836
180002837,2024-07-31 15:28:00,Visitacion Valley,Trespass,Open,37.711574,-122.400884,Incident #180002837
180002838,2024-07-22 21:15:00,Visitacion Valley,Fraud,Unfounded,37.703275,-122.409091,Incident #180002838
180002839,2024-07-24 04:35:00,Visitacion Valley,Fraud,Open,37.717056,-122.401863,Incident #180002839
180002840,2024-07-29 15:49:00,Visitacion Valley,Burglary,Arrest Made,37.71996,-122.419759,Incident #180002840
180002841,2024-07-25 19:55:00,Visitacion Valley,Shoplifting,Open,37.73177,-122.406361,Incident #180002841
180002842,2024-07-01 04:43:00,Visitacion Valley,Disorderly Conduct,Open,37.725748,-122.406078,Incident #180002842
180002843,2024-07-07 00:33:00,Visitacion Valley,Shoplifting,Cite or Arrest Adult,37.709405,-122.388408,Incident #180002843
180002844,2024-07-26 19:50:00,Visitacion Valley,Disorderly Conduct,Not Prosecuted,37.719065,-122.387125,Incident #180002844
180002845,2024-07-16 17:43:00,Visitacion Valley,Robbery,Cite or Arrest Adult,37.733961,-122.40505,Incident #180002845
180002846,2024-07-13 02:35:00,Visitacion Valley,Weapons Offense,Open,37.72091,-122.388812,Incident #180002846
180002847,2024-07-23 10:55:00,Visitacion Valley,Larceny/Theft,Cite or Arrest Adult,37.71251,-122.412864,Incident #180002847
180002848,2024-07-19 20:29:00,Visitacion Valley,Weapons Offense,Open,37.717945,-122.411544,Incident #180002848
180002849,2024-07-27 14:38:00,Visitacion Valley,Assault,Open,37.730926,-122.415609,Incident #180002849
180002850,2024-07-28 20:29:00,Visitacion Valley,Robbery,Unfounded,37.713092,-122.397092,Incident #180002850
180002851,2024-07-11 01:19:00,Visitacion Valley,Weapons Offense,Unfounded,37.713895,-122.406508,Incident #180002851
180002852,2024-07-13 00:05:00,Visitacion Valley,Disorderly Conduct,Open,37.71477,-122.403458,Incident #180002852
180002853,2024-07-10 09:45:00,Visitacion Valley,Drug Offense,Open,37.705206,-122.402989,Incident #180002853
180002854,2024-07-15 11:41:00,Visitacion Valley,Robbery,Arrest Made,37.699425,-122.403255,Incident #180002854
180002855,2024-07-16 09:27:00,Visitacion Valley,Drug Offense,Open,37.735716,-122.38892,Incident #180002855
180002856,2024-07-07 04:28:00,Visitacion Valley,Drug Offense,Open,37.704233,-122.411738,Incident #180002856
180002857,2024-07-05 17:47:00,Visitacion Valley,Trespass,Arrest Made,37.711544,-122.421813,Incident #180002857
180002858,2024-07-12 08:25:00,Visitacion Valley,Vandalism,Exceptional Clearance,37.715936,-122.41083,Incident #180002858
180002859,2024-07-01 13:12:00,Visitacion Valley,Assault,Cite or Arrest Adult,37.72474,-122.393264,Incident #180002859
180002860,2024-07-29 21:46:00,Visitacion Valley,Drug Offense,Not Prosecuted,37.722498,-122.422084,Incident #180002860
180002861,2024-07-19 18:39:00,Visitacion Valley,Drug Offense,Open,37.707478,-122.390752,Incident #180002861
180002862,2024-07-08 12:21:00,Visitacion Valley,Trespass,Not Prosecuted,37.71664,-122.408638,Incident #180002862
180002863,2024-07-28 21:13:00,Visitacion Valley,Weapons Offense,Open,37.715388,-122.403015,Incident #180002863
180002864,2024-07-21 04:55:00,Visitacion Valley,Public Intoxication,Complainant Refuses to Prosecute,37.715428,-122.418578,Incident #180002864
180002865,2024-07-30 21:01:00,Visitacion Valley,Disorderly Conduct,Not Prosecuted,37.729569,-122.410954,Incident #180002865
180002866,2024-07-17 08:19:00,Visitacion Valley,Public Intoxication,Arrest Made,37.711162,-122.418207,Incident #180002866
180002867,2025-09-01 13:51:00,Financial District,Drug Offense,Open,37.790946,-122.395118,Incident #180002867
180002868,2025-09-12 09:27:00,Financial District,Vandalism,Arrest Made,37.801836,-122.396633,Incident #180002868
180002869,2025-09-17 11:21:00,Financial District,Drug Offense,Arrest Made,37.775301,-122.390705,Incident #180002869
180002870,2025-09-02 05:47:00,Financial District,Public Intoxication,Unfounded,37.803761,-122.404941,Incident #180002870
